SEM_EXM_EXCH_ID, SEM_SEGMENT,SEM_SMST_SECURITY_ID,SEM_INSTRUMENT_NAME,SEM_EXPIRY_CODE,SEM_TRADING_SYMBOL,SEM_LOT_UNITS,SEM_CUSTOM_SYMBOL,SEM_EXPIRY_DATE,SEM_STRIKE_PRICE,SEM_OPTION_TYPE,SEM_TICK_SIZE,SEM_EXPIRY_FLAG,SEM_EXCH_INSTRUMENT_TYPE,SEM_SERIES,SM_SYMBOL_NAME,TICKER,EXPIRY
NSE,D,100078,OPTSTK,0,DLF-Aug2024-580-PE,825.0,DLF 29 AUG 580 PUT,2024-08-29 14:30:00,580.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100079,OPTSTK,0,DLF-Aug2024-600-CE,825.0,DLF 29 AUG 600 CALL,2024-08-29 14:30:00,600.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100080,OPTSTK,0,DLF-Aug2024-600-PE,825.0,DLF 29 AUG 600 PUT,2024-08-29 14:30:00,600.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100081,OPTSTK,0,DLF-Aug2024-620-CE,825.0,DLF 29 AUG 620 CALL,2024-08-29 14:30:00,620.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100082,OPTSTK,0,DLF-Aug2024-620-PE,825.0,DLF 29 AUG 620 PUT,2024-08-29 14:30:00,620.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100083,OPTSTK,0,DLF-Aug2024-640-CE,825.0,DLF 29 AUG 640 CALL,2024-08-29 14:30:00,640.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100084,OPTSTK,0,DLF-Aug2024-640-PE,825.0,DLF 29 AUG 640 PUT,2024-08-29 14:30:00,640.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100085,OPTSTK,0,DLF-Aug2024-660-CE,825.0,DLF 29 AUG 660 CALL,2024-08-29 14:30:00,660.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100088,OPTSTK,0,DLF-Aug2024-660-PE,825.0,DLF 29 AUG 660 PUT,2024-08-29 14:30:00,660.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100089,OPTSTK,0,DLF-Aug2024-680-CE,825.0,DLF 29 AUG 680 CALL,2024-08-29 14:30:00,680.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100090,OPTSTK,0,DLF-Aug2024-680-PE,825.0,DLF 29 AUG 680 PUT,2024-08-29 14:30:00,680.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100091,OPTSTK,0,DLF-Aug2024-700-CE,825.0,DLF 29 AUG 700 CALL,2024-08-29 14:30:00,700.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100092,OPTSTK,0,DLF-Aug2024-700-PE,825.0,DLF 29 AUG 700 PUT,2024-08-29 14:30:00,700.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100093,OPTSTK,0,DLF-Aug2024-720-CE,825.0,DLF 29 AUG 720 CALL,2024-08-29 14:30:00,720.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100107,OPTSTK,0,DLF-Aug2024-720-PE,825.0,DLF 29 AUG 720 PUT,2024-08-29 14:30:00,720.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100108,OPTSTK,0,DLF-Aug2024-740-CE,825.0,DLF 29 AUG 740 CALL,2024-08-29 14:30:00,740.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100113,OPTSTK,0,DLF-Aug2024-740-PE,825.0,DLF 29 AUG 740 PUT,2024-08-29 14:30:00,740.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100114,OPTSTK,0,DLF-Aug2024-760-CE,825.0,DLF 29 AUG 760 CALL,2024-08-29 14:30:00,760.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100117,OPTSTK,0,DLF-Aug2024-760-PE,825.0,DLF 29 AUG 760 PUT,2024-08-29 14:30:00,760.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100118,OPTSTK,0,DLF-Aug2024-780-CE,825.0,DLF 29 AUG 780 CALL,2024-08-29 14:30:00,780.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100121,OPTSTK,0,DLF-Aug2024-780-PE,825.0,DLF 29 AUG 780 PUT,2024-08-29 14:30:00,780.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100122,OPTSTK,0,DLF-Aug2024-800-CE,825.0,DLF 29 AUG 800 CALL,2024-08-29 14:30:00,800.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100125,OPTSTK,0,DLF-Aug2024-800-PE,825.0,DLF 29 AUG 800 PUT,2024-08-29 14:30:00,800.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100126,OPTSTK,0,DLF-Aug2024-820-CE,825.0,DLF 29 AUG 820 CALL,2024-08-29 14:30:00,820.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100129,OPTSTK,0,DLF-Aug2024-820-PE,825.0,DLF 29 AUG 820 PUT,2024-08-29 14:30:00,820.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100130,OPTSTK,0,DLF-Aug2024-840-CE,825.0,DLF 29 AUG 840 CALL,2024-08-29 14:30:00,840.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100133,OPTSTK,0,DLF-Aug2024-840-PE,825.0,DLF 29 AUG 840 PUT,2024-08-29 14:30:00,840.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100134,OPTSTK,0,DLF-Aug2024-860-CE,825.0,DLF 29 AUG 860 CALL,2024-08-29 14:30:00,860.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100141,OPTSTK,0,DLF-Aug2024-860-PE,825.0,DLF 29 AUG 860 PUT,2024-08-29 14:30:00,860.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100142,OPTSTK,0,DLF-Aug2024-880-CE,825.0,DLF 29 AUG 880 CALL,2024-08-29 14:30:00,880.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100145,OPTSTK,0,DLF-Aug2024-880-PE,825.0,DLF 29 AUG 880 PUT,2024-08-29 14:30:00,880.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100146,OPTSTK,0,DLF-Aug2024-900-CE,825.0,DLF 29 AUG 900 CALL,2024-08-29 14:30:00,900.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100149,OPTSTK,0,DLF-Aug2024-900-PE,825.0,DLF 29 AUG 900 PUT,2024-08-29 14:30:00,900.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100150,OPTSTK,0,DLF-Aug2024-920-CE,825.0,DLF 29 AUG 920 CALL,2024-08-29 14:30:00,920.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100153,OPTSTK,0,DLF-Aug2024-920-PE,825.0,DLF 29 AUG 920 PUT,2024-08-29 14:30:00,920.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100154,OPTSTK,0,DLF-Aug2024-940-CE,825.0,DLF 29 AUG 940 CALL,2024-08-29 14:30:00,940.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100157,OPTSTK,0,DLF-Aug2024-940-PE,825.0,DLF 29 AUG 940 PUT,2024-08-29 14:30:00,940.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100177,OPTSTK,0,DLF-Aug2024-960-CE,825.0,DLF 29 AUG 960 CALL,2024-08-29 14:30:00,960.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100178,OPTSTK,0,DLF-Aug2024-960-PE,825.0,DLF 29 AUG 960 PUT,2024-08-29 14:30:00,960.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100179,OPTSTK,0,DLF-Aug2024-980-CE,825.0,DLF 29 AUG 980 CALL,2024-08-29 14:30:00,980.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100180,OPTSTK,0,DLF-Aug2024-980-PE,825.0,DLF 29 AUG 980 PUT,2024-08-29 14:30:00,980.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100185,OPTSTK,0,DLF-Aug2024-1000-CE,825.0,DLF 29 AUG 1000 CALL,2024-08-29 14:30:00,1000.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100186,OPTSTK,0,DLF-Aug2024-1000-PE,825.0,DLF 29 AUG 1000 PUT,2024-08-29 14:30:00,1000.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100187,OPTSTK,0,DLF-Aug2024-1020-CE,825.0,DLF 29 AUG 1020 CALL,2024-08-29 14:30:00,1020.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100188,OPTSTK,0,DLF-Aug2024-1020-PE,825.0,DLF 29 AUG 1020 PUT,2024-08-29 14:30:00,1020.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100189,OPTSTK,0,DLF-Aug2024-1040-CE,825.0,DLF 29 AUG 1040 CALL,2024-08-29 14:30:00,1040.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100190,OPTSTK,0,DLF-Aug2024-1040-PE,825.0,DLF 29 AUG 1040 PUT,2024-08-29 14:30:00,1040.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100191,OPTSTK,0,DLF-Aug2024-1080-CE,825.0,DLF 29 AUG 1080 CALL,2024-08-29 14:30:00,1080.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100198,OPTSTK,0,BATAINDIA-Aug2024-1860-CE,375.0,BATAINDIA 29 AUG 1860 CALL,2024-08-29 14:30:00,1860.0,CE,5.0,M,OP,,,BATAINDIA,Aug2024
NSE,D,100199,OPTSTK,0,BATAINDIA-Aug2024-1860-PE,375.0,BATAINDIA 29 AUG 1860 PUT,2024-08-29 14:30:00,1860.0,PE,5.0,M,OP,,,BATAINDIA,Aug2024
NSE,D,100208,OPTSTK,0,SUNPHARMA-Aug2024-2140-CE,350.0,SUNPHARMA 29 AUG 2140 CALL,2024-08-29 14:30:00,2140.0,CE,5.0,M,OP,,,SUNPHARMA,Aug2024
NSE,D,100209,OPTSTK,0,SUNPHARMA-Aug2024-2140-PE,350.0,SUNPHARMA 29 AUG 2140 PUT,2024-08-29 14:30:00,2140.0,PE,5.0,M,OP,,,SUNPHARMA,Aug2024
NSE,D,100219,OPTSTK,0,SUNPHARMA-Aug2024-2360-CE,350.0,SUNPHARMA 29 AUG 2360 CALL,2024-08-29 14:30:00,2360.0,CE,5.0,M,OP,,,SUNPHARMA,Aug2024
NSE,D,100220,OPTSTK,0,SUNPHARMA-Aug2024-2360-PE,350.0,SUNPHARMA 29 AUG 2360 PUT,2024-08-29 14:30:00,2360.0,PE,5.0,M,OP,,,SUNPHARMA,Aug2024
NSE,D,100221,OPTSTK,0,SUNPHARMA-Aug2024-2400-CE,350.0,SUNPHARMA 29 AUG 2400 CALL,2024-08-29 14:30:00,2400.0,CE,5.0,M,OP,,,SUNPHARMA,Aug2024
NSE,D,100222,OPTSTK,0,SUNPHARMA-Aug2024-2400-PE,350.0,SUNPHARMA 29 AUG 2400 PUT,2024-08-29 14:30:00,2400.0,PE,5.0,M,OP,,,SUNPHARMA,Aug2024
NSE,D,100260,OPTSTK,0,DLF-Aug2024-1080-PE,825.0,DLF 29 AUG 1080 PUT,2024-08-29 14:30:00,1080.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100263,OPTSTK,0,DLF-Aug2024-1120-CE,825.0,DLF 29 AUG 1120 CALL,2024-08-29 14:30:00,1120.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100264,OPTSTK,0,DLF-Aug2024-1120-PE,825.0,DLF 29 AUG 1120 PUT,2024-08-29 14:30:00,1120.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100267,OPTSTK,0,DLF-Aug2024-1160-CE,825.0,DLF 29 AUG 1160 CALL,2024-08-29 14:30:00,1160.0,CE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100268,OPTSTK,0,DLF-Aug2024-1160-PE,825.0,DLF 29 AUG 1160 PUT,2024-08-29 14:30:00,1160.0,PE,5.0,M,OP,,,DLF,Aug2024
NSE,D,100391,OPTSTK,0,DRREDDY-Aug2024-4200-CE,125.0,DRREDDY 29 AUG 4200 CALL,2024-08-29 14:30:00,4200.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100392,OPTSTK,0,DRREDDY-Aug2024-4200-PE,125.0,DRREDDY 29 AUG 4200 PUT,2024-08-29 14:30:00,4200.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100442,OPTSTK,0,DRREDDY-Aug2024-4300-CE,125.0,DRREDDY 29 AUG 4300 CALL,2024-08-29 14:30:00,4300.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100443,OPTSTK,0,DRREDDY-Aug2024-4300-PE,125.0,DRREDDY 29 AUG 4300 PUT,2024-08-29 14:30:00,4300.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100446,OPTSTK,0,DRREDDY-Aug2024-4400-CE,125.0,DRREDDY 29 AUG 4400 CALL,2024-08-29 14:30:00,4400.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100447,OPTSTK,0,DRREDDY-Aug2024-4400-PE,125.0,DRREDDY 29 AUG 4400 PUT,2024-08-29 14:30:00,4400.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100450,OPTSTK,0,DRREDDY-Aug2024-4500-CE,125.0,DRREDDY 29 AUG 4500 CALL,2024-08-29 14:30:00,4500.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100451,OPTSTK,0,DRREDDY-Aug2024-4500-PE,125.0,DRREDDY 29 AUG 4500 PUT,2024-08-29 14:30:00,4500.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100454,OPTSTK,0,DRREDDY-Aug2024-4600-CE,125.0,DRREDDY 29 AUG 4600 CALL,2024-08-29 14:30:00,4600.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100455,OPTSTK,0,DRREDDY-Aug2024-4600-PE,125.0,DRREDDY 29 AUG 4600 PUT,2024-08-29 14:30:00,4600.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100456,OPTSTK,0,DRREDDY-Aug2024-4700-CE,125.0,DRREDDY 29 AUG 4700 CALL,2024-08-29 14:30:00,4700.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100457,OPTSTK,0,DRREDDY-Aug2024-4700-PE,125.0,DRREDDY 29 AUG 4700 PUT,2024-08-29 14:30:00,4700.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100458,OPTSTK,0,DRREDDY-Aug2024-4800-CE,125.0,DRREDDY 29 AUG 4800 CALL,2024-08-29 14:30:00,4800.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100459,OPTSTK,0,DRREDDY-Aug2024-4800-PE,125.0,DRREDDY 29 AUG 4800 PUT,2024-08-29 14:30:00,4800.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100460,OPTSTK,0,DRREDDY-Aug2024-4900-CE,125.0,DRREDDY 29 AUG 4900 CALL,2024-08-29 14:30:00,4900.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100461,OPTSTK,0,DRREDDY-Aug2024-4900-PE,125.0,DRREDDY 29 AUG 4900 PUT,2024-08-29 14:30:00,4900.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100462,OPTSTK,0,DRREDDY-Aug2024-5000-CE,125.0,DRREDDY 29 AUG 5000 CALL,2024-08-29 14:30:00,5000.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100463,OPTSTK,0,DRREDDY-Aug2024-5000-PE,125.0,DRREDDY 29 AUG 5000 PUT,2024-08-29 14:30:00,5000.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100464,OPTSTK,0,DRREDDY-Aug2024-5100-CE,125.0,DRREDDY 29 AUG 5100 CALL,2024-08-29 14:30:00,5100.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100465,OPTSTK,0,DRREDDY-Aug2024-5100-PE,125.0,DRREDDY 29 AUG 5100 PUT,2024-08-29 14:30:00,5100.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100466,OPTSTK,0,DRREDDY-Aug2024-5200-CE,125.0,DRREDDY 29 AUG 5200 CALL,2024-08-29 14:30:00,5200.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100467,OPTSTK,0,DRREDDY-Aug2024-5200-PE,125.0,DRREDDY 29 AUG 5200 PUT,2024-08-29 14:30:00,5200.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100468,OPTSTK,0,DRREDDY-Aug2024-5300-CE,125.0,DRREDDY 29 AUG 5300 CALL,2024-08-29 14:30:00,5300.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100475,OPTSTK,0,BEL-Aug2024-160-CE,2850.0,BEL 29 AUG 160 CALL,2024-08-29 14:30:00,160.0,CE,5.0,M,OP,,,BEL,Aug2024
NSE,D,100476,OPTSTK,0,BEL-Aug2024-160-PE,2850.0,BEL 29 AUG 160 PUT,2024-08-29 14:30:00,160.0,PE,5.0,M,OP,,,BEL,Aug2024
NSE,D,100477,OPTSTK,0,BEL-Aug2024-385-CE,2850.0,BEL 29 AUG 385 CALL,2024-08-29 14:30:00,385.0,CE,5.0,M,OP,,,BEL,Aug2024
NSE,D,100478,OPTSTK,0,BEL-Aug2024-385-PE,2850.0,BEL 29 AUG 385 PUT,2024-08-29 14:30:00,385.0,PE,5.0,M,OP,,,BEL,Aug2024
NSE,D,100479,OPTSTK,0,BEL-Aug2024-395-CE,2850.0,BEL 29 AUG 395 CALL,2024-08-29 14:30:00,395.0,CE,5.0,M,OP,,,BEL,Aug2024
NSE,D,100480,OPTSTK,0,BEL-Aug2024-395-PE,2850.0,BEL 29 AUG 395 PUT,2024-08-29 14:30:00,395.0,PE,5.0,M,OP,,,BEL,Aug2024
NSE,D,100481,OPTSTK,0,BEL-Aug2024-420-CE,2850.0,BEL 29 AUG 420 CALL,2024-08-29 14:30:00,420.0,CE,5.0,M,OP,,,BEL,Aug2024
NSE,D,100482,OPTSTK,0,BEL-Aug2024-420-PE,2850.0,BEL 29 AUG 420 PUT,2024-08-29 14:30:00,420.0,PE,5.0,M,OP,,,BEL,Aug2024
NSE,D,100483,OPTSTK,0,BEL-Aug2024-430-CE,2850.0,BEL 29 AUG 430 CALL,2024-08-29 14:30:00,430.0,CE,5.0,M,OP,,,BEL,Aug2024
NSE,D,100484,OPTSTK,0,BEL-Aug2024-430-PE,2850.0,BEL 29 AUG 430 PUT,2024-08-29 14:30:00,430.0,PE,5.0,M,OP,,,BEL,Aug2024
NSE,D,100485,OPTSTK,0,BEL-Aug2024-440-CE,2850.0,BEL 29 AUG 440 CALL,2024-08-29 14:30:00,440.0,CE,5.0,M,OP,,,BEL,Aug2024
NSE,D,100486,OPTSTK,0,BEL-Aug2024-440-PE,2850.0,BEL 29 AUG 440 PUT,2024-08-29 14:30:00,440.0,PE,5.0,M,OP,,,BEL,Aug2024
NSE,D,100487,OPTSTK,0,BEL-Aug2024-450-CE,2850.0,BEL 29 AUG 450 CALL,2024-08-29 14:30:00,450.0,CE,5.0,M,OP,,,BEL,Aug2024
NSE,D,100488,OPTSTK,0,BEL-Aug2024-450-PE,2850.0,BEL 29 AUG 450 PUT,2024-08-29 14:30:00,450.0,PE,5.0,M,OP,,,BEL,Aug2024
NSE,D,100490,OPTSTK,0,DRREDDY-Aug2024-5300-PE,125.0,DRREDDY 29 AUG 5300 PUT,2024-08-29 14:30:00,5300.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100491,OPTSTK,0,DRREDDY-Aug2024-5400-CE,125.0,DRREDDY 29 AUG 5400 CALL,2024-08-29 14:30:00,5400.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100492,OPTSTK,0,DRREDDY-Aug2024-5400-PE,125.0,DRREDDY 29 AUG 5400 PUT,2024-08-29 14:30:00,5400.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100493,OPTSTK,0,DRREDDY-Aug2024-5500-CE,125.0,DRREDDY 29 AUG 5500 CALL,2024-08-29 14:30:00,5500.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100494,OPTSTK,0,DRREDDY-Aug2024-5500-PE,125.0,DRREDDY 29 AUG 5500 PUT,2024-08-29 14:30:00,5500.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100495,OPTSTK,0,DRREDDY-Aug2024-5600-CE,125.0,DRREDDY 29 AUG 5600 CALL,2024-08-29 14:30:00,5600.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100496,OPTSTK,0,DRREDDY-Aug2024-5600-PE,125.0,DRREDDY 29 AUG 5600 PUT,2024-08-29 14:30:00,5600.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100497,OPTSTK,0,DRREDDY-Aug2024-5700-CE,125.0,DRREDDY 29 AUG 5700 CALL,2024-08-29 14:30:00,5700.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100498,OPTSTK,0,DRREDDY-Aug2024-5700-PE,125.0,DRREDDY 29 AUG 5700 PUT,2024-08-29 14:30:00,5700.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100499,OPTSTK,0,DRREDDY-Aug2024-5800-CE,125.0,DRREDDY 29 AUG 5800 CALL,2024-08-29 14:30:00,5800.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100500,OPTSTK,0,DRREDDY-Aug2024-5800-PE,125.0,DRREDDY 29 AUG 5800 PUT,2024-08-29 14:30:00,5800.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100501,OPTSTK,0,DRREDDY-Aug2024-5900-CE,125.0,DRREDDY 29 AUG 5900 CALL,2024-08-29 14:30:00,5900.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100508,OPTSTK,0,DRREDDY-Aug2024-5900-PE,125.0,DRREDDY 29 AUG 5900 PUT,2024-08-29 14:30:00,5900.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100515,OPTSTK,0,DRREDDY-Aug2024-6000-CE,125.0,DRREDDY 29 AUG 6000 CALL,2024-08-29 14:30:00,6000.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100516,OPTSTK,0,DRREDDY-Aug2024-6000-PE,125.0,DRREDDY 29 AUG 6000 PUT,2024-08-29 14:30:00,6000.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100517,OPTSTK,0,DRREDDY-Aug2024-6100-CE,125.0,DRREDDY 29 AUG 6100 CALL,2024-08-29 14:30:00,6100.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100518,OPTSTK,0,DRREDDY-Aug2024-6100-PE,125.0,DRREDDY 29 AUG 6100 PUT,2024-08-29 14:30:00,6100.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100519,OPTSTK,0,DRREDDY-Aug2024-6200-CE,125.0,DRREDDY 29 AUG 6200 CALL,2024-08-29 14:30:00,6200.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100520,OPTSTK,0,DRREDDY-Aug2024-6200-PE,125.0,DRREDDY 29 AUG 6200 PUT,2024-08-29 14:30:00,6200.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100521,OPTSTK,0,DRREDDY-Aug2024-6300-CE,125.0,DRREDDY 29 AUG 6300 CALL,2024-08-29 14:30:00,6300.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100522,OPTSTK,0,DRREDDY-Aug2024-6300-PE,125.0,DRREDDY 29 AUG 6300 PUT,2024-08-29 14:30:00,6300.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100523,OPTSTK,0,DRREDDY-Aug2024-6400-CE,125.0,DRREDDY 29 AUG 6400 CALL,2024-08-29 14:30:00,6400.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100524,OPTSTK,0,DRREDDY-Aug2024-6400-PE,125.0,DRREDDY 29 AUG 6400 PUT,2024-08-29 14:30:00,6400.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100525,OPTSTK,0,DRREDDY-Aug2024-6500-CE,125.0,DRREDDY 29 AUG 6500 CALL,2024-08-29 14:30:00,6500.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100526,OPTSTK,0,DRREDDY-Aug2024-6500-PE,125.0,DRREDDY 29 AUG 6500 PUT,2024-08-29 14:30:00,6500.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100527,OPTSTK,0,DRREDDY-Aug2024-6600-CE,125.0,DRREDDY 29 AUG 6600 CALL,2024-08-29 14:30:00,6600.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100528,OPTSTK,0,DRREDDY-Aug2024-6600-PE,125.0,DRREDDY 29 AUG 6600 PUT,2024-08-29 14:30:00,6600.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100529,OPTSTK,0,DRREDDY-Aug2024-6700-CE,125.0,DRREDDY 29 AUG 6700 CALL,2024-08-29 14:30:00,6700.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100530,OPTSTK,0,DRREDDY-Aug2024-6700-PE,125.0,DRREDDY 29 AUG 6700 PUT,2024-08-29 14:30:00,6700.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100531,OPTSTK,0,DRREDDY-Aug2024-6800-CE,125.0,DRREDDY 29 AUG 6800 CALL,2024-08-29 14:30:00,6800.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100532,OPTSTK,0,DRREDDY-Aug2024-6800-PE,125.0,DRREDDY 29 AUG 6800 PUT,2024-08-29 14:30:00,6800.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100533,OPTSTK,0,DRREDDY-Aug2024-6900-CE,125.0,DRREDDY 29 AUG 6900 CALL,2024-08-29 14:30:00,6900.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100534,OPTSTK,0,DRREDDY-Aug2024-6900-PE,125.0,DRREDDY 29 AUG 6900 PUT,2024-08-29 14:30:00,6900.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100535,OPTSTK,0,DRREDDY-Aug2024-7000-CE,125.0,DRREDDY 29 AUG 7000 CALL,2024-08-29 14:30:00,7000.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100536,OPTSTK,0,DRREDDY-Aug2024-7000-PE,125.0,DRREDDY 29 AUG 7000 PUT,2024-08-29 14:30:00,7000.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100537,OPTSTK,0,DRREDDY-Aug2024-7100-CE,125.0,DRREDDY 29 AUG 7100 CALL,2024-08-29 14:30:00,7100.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100538,OPTSTK,0,DRREDDY-Aug2024-7100-PE,125.0,DRREDDY 29 AUG 7100 PUT,2024-08-29 14:30:00,7100.0,PE,5.0,M,OP,,,DRREDDY,Aug2024
NSE,D,100539,OPTSTK,0,DRREDDY-Aug2024-7200-CE,125.0,DRREDDY 29 AUG 7200 CALL,2024-08-29 14:30:00,7200.0,CE,5.0,M,OP,,,DRREDDY,Aug2024
